City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,nyala,12.05,24.8833,72.9,24,1,15.61,SD,1731377599
360,castillos,-34.1667,-53.8333,53.53,69,39,10.74,UY,1731377601
361,gerash,27.6652,54.1371,64.04,64,1,2.71,IR,1731377602
362,greymouth,-42.4667,171.2,58.6,53,0,8.03,NZ,1731377603
363,callao,-12.0667,-77.15,67.71,82,20,12.66,PE,1731377604
364,poronaysk,49.2167,143.1167,33.22,63,100,3.33,RU,1731377605
365,noumea,-22.2763,166.4572,90.03,97,17,17.22,NC,1731377607
366,old town,50.087,14.4202,34.97,96,100,4.61,CZ,1731377608
367,zhongshu,24.5167,103.7667,60.98,91,78,5.5,CN,1731377609
368,quang ngai,15.1167,108.8,77.88,90,100,8.34,VN,1731377610
369,erenhot,43.6475,111.9767,38.79,57,0,9.69,CN,1731377611
370,luderitz,-26.6481,15.1594,59.5,76,40,12.91,NA,1731377613
371,panama city beach,30.1766,-85.8055,73.99,98,100,1.99,US,1731377614
372,natal,-5.795,-35.2094,74.05,88,20,3.44,BR,1731377551
373,puerto ayacucho,5.6639,-67.6236,79.07,85,50,4.29,VE,1731377580
374,blenheim,-41.516,173.9528,64.53,59,9,5.99,NZ,1731377617
375,holdrege,40.4403,-99.3698,40.91,87,0,9.22,US,1731377619
376,vila velha,-20.3297,-40.2925,69.75,94,0,3.44,BR,1731377620
377,butembo,0.15,29.2833,57.09,96,99,2.15,CD,1731377621
378,lompoc,34.6391,-120.4579,57.69,83,75,18.41,US,1731377622
379,ocean shores,46.9737,-124.1563,50.02,93,100,12.66,US,1731377623
380,lagunillas,10.1301,-71.2595,79.65,80,100,4.81,VE,1731377484
381,taulaga,-11.0553,-171.0883,83.8,68,70,12.26,AS,1731377626
382,kirakira,-10.4544,161.9205,83.73,78,100,11.41,SB,1731377627
383,ati,13.2154,18.3353,78.22,23,0,11.3,TD,1731377628
384,kodinsk,58.6881,99.1844,17.1,93,100,1.57,RU,1731377629
385,chui,-33.6971,-53.4616,52.59,85,76,8.48,UY,1731377417
386,mount gambier,-37.8333,140.7667,68.07,63,94,6.38,AU,1731377632
387,fortuna,40.5982,-124.1573,52.72,97,100,0.0,US,1731377477
388,keflavik,64.0049,-22.5624,50.43,100,100,35.68,IS,1731377634
389,lorengau,-2.0226,147.2712,85.06,73,36,7.74,PG,1731377635
390,taltal,-25.4,-70.4833,62.96,80,29,3.89,CL,1731377638
391,susuman,62.7833,148.1667,-3.44,92,100,2.98,RU,1731377639
392,olinda,-8.0089,-34.8553,80.33,74,40,6.91,BR,1731377640
393,puerto baquerizo moreno,-0.9,-89.6,69.53,73,58,9.8,EC,1731377641
394,muisne,0.6,-80.0333,73.54,79,46,5.53,EC,1731377643
395,mizdah,31.4451,12.9801,58.89,81,3,5.86,LY,1731377644
396,al hufuf,25.3646,49.5653,68.34,64,0,0.0,SA,1731377645
397,esmeralda,21.8525,-78.1169,76.42,96,53,5.08,CU,1731377646
398,gasa,31.5,34.4667,65.95,77,43,3.02,PS,1731377406
399,upper grand lagoon,30.1633,-85.7408,74.01,97,75,1.99,US,1731377649
400,pitea,65.3172,21.4794,33.13,88,88,3.44,SE,1731377481
401,touros,-5.1989,-35.4608,78.75,72,81,10.04,BR,1731377651
402,morondava,-20.2833,44.2833,79.16,63,10,4.09,MG,1731377652
403,prairie du chien,43.0517,-91.1412,41.02,60,0,0.0,US,1731377653
404,cooma,-36.2333,149.1333,77.68,23,100,5.19,AU,1731377655
405,cambria,35.5641,-121.0808,53.06,88,2,1.99,US,1731377656
406,sakaiminato,35.55,133.2333,62.87,57,0,5.12,JP,1731377657
407,paoua,7.2427,16.4406,68.85,54,10,2.35,CF,1731377658
408,oulmes,33.4258,-6.0014,54.41,59,77,1.61,MA,1731377659
409,buala,-8.145,159.5921,84.38,74,94,6.46,SB,1731377661
410,sagarejo,41.734,45.3315,41.38,81,100,2.21,GE,1731377662
411,sao paulo de olivenca,-3.3783,-68.8725,80.01,70,72,1.28,BR,1731377663
412,quelimane,-17.8786,36.8883,80.55,89,20,13.8,MZ,1731377664
413,mejit,10.2753,170.8646,83.16,76,97,13.76,MH,1731377665
414,mata-utu,-13.2816,-176.1745,82.2,73,16,4.29,WF,1731377407
415,lata,40.1629,-8.3327,49.68,73,3,6.11,PT,1731377668
416,new norfolk,-42.7826,147.0587,73.71,20,0,3.47,AU,1731377669
417,geraldton,-28.7667,114.6,71.26,50,0,16.96,AU,1731377670
418,ouarzazat,30.9189,-6.8934,61.54,43,82,4.38,MA,1731377671
419,puerto madero,14.7208,-92.4215,80.8,94,75,0.0,MX,1731377673
420,kuhdasht,33.535,47.6061,60.76,59,100,5.21,IR,1731377674
421,nova vicosa,-17.8919,-39.3719,74.08,79,0,3.98,BR,1731377675
422,qamdo,31.1667,97.2333,36.48,47,0,7.2,CN,1731377676
423,zhangye,38.9342,100.4517,44.96,43,100,4.36,CN,1731377677
424,gandorhun,7.5,-11.8333,75.04,93,7,2.19,SL,1731377679
425,sangmelima,2.9333,11.9833,68.5,95,4,2.3,CM,1731377680
426,cockburn town,21.4612,-71.1419,81.77,87,100,22.12,TC,1731377516
427,batangafo,7.3008,18.2833,72.1,60,3,1.23,CF,1731377682
428,richards bay,-28.783,32.0377,67.62,87,100,3.56,ZA,1731377683
429,gbarnga,6.9956,-9.4722,74.66,76,99,0.94,LR,1731377685
430,muramatsu,37.6833,139.1833,64.22,58,98,1.88,JP,1731377686
431,nikol'sk,53.7189,46.0712,28.81,95,21,4.34,RU,1731377688
432,el vigia,8.6219,-71.6506,75.79,88,79,2.62,VE,1731377689
433,chegdomyn,51.1167,133.0167,16.9,72,99,2.77,RU,1731377691
434,es castell,39.8795,4.2854,61.48,72,75,17.27,ES,1731377692
435,remire-montjoly,4.9167,-52.2667,75.24,94,75,5.75,GF,1731377560
436,borovskoy,53.8,64.15,8.83,97,49,6.62,KZ,1731377694
437,dudinka,69.4058,86.1778,-9.04,92,76,14.7,RU,1731377695
438,chaihe,44.7667,129.7,36.93,53,2,14.36,CN,1731377697
439,hami,42.8,93.45,44.94,51,50,3.31,CN,1731377698
440,brookings,44.3114,-96.7984,37.18,72,0,8.05,US,1731377699
441,sterling,39.0062,-77.4286,62.24,54,0,9.22,US,1731377600
442,khamis mushait,18.3064,42.7292,54.21,47,0,0.0,SA,1731377701
443,mabaruma,8.2,-59.7833,75.07,94,61,2.15,GY,1731377703
444,bathsheba,13.2167,-59.5167,83.01,69,20,13.8,BB,1731377704
445,vilyuysk,63.7553,121.6247,5.97,97,98,2.93,RU,1731377705
446,crane,31.3974,-102.3501,66.36,36,18,9.8,US,1731377706
447,kandyagash,49.4744,57.4233,10.76,88,5,3.4,KZ,1731377707
448,freetown,8.484,-13.2299,79.45,80,9,3.31,SL,1731377709
449,boda,4.3189,17.4695,69.93,91,83,1.03,CF,1731377710
450,bunia,1.5667,30.25,62.83,98,100,4.05,CD,1731377711
451,bamyan,34.75,67.25,27.3,27,0,3.42,AF,1731377712
452,grevena,40.0845,21.4274,45.28,86,99,2.46,GR,1731377715
453,faya-largeau,17.9257,19.1043,69.03,29,3,16.24,TD,1731377716
454,lensk,60.7253,114.9278,19.89,95,100,4.9,RU,1731377717
455,rakops,-21.0167,24.3333,69.94,75,96,7.83,BW,1731377719
456,san pedro pochutla,15.7333,-96.4667,80.71,88,100,2.77,MX,1731377721
457,campbellton,48.0075,-66.6727,37.44,98,100,2.15,CA,1731377722
458,harper,4.375,-7.7169,78.21,85,4,8.25,LR,1731377723
459,xiahu,26.6106,119.9483,70.74,80,58,10.42,CN,1731377724
460,tralee,52.2704,-9.7026,46.42,95,99,1.83,IE,1731377725
461,sao miguel do araguaia,-13.275,-50.1628,71.42,97,100,7.85,BR,1731377727
462,taibet,33.0829,6.3998,63.28,58,0,8.12,DZ,1731377728
463,jaguaribe,-5.8906,-38.6219,79.11,62,100,9.98,BR,1731377729
464,acarau,-2.8856,-40.12,78.28,76,100,10.45,BR,1731377730
465,irituia,-1.7711,-47.4381,77.4,77,100,1.59,BR,1731377731
466,apolinario saravia,-24.4328,-63.9954,60.1,70,100,20.98,AR,1731377734
467,illizi,26.4833,8.4667,63.7,43,56,2.26,DZ,1731377735
468,taghazout,30.5426,-9.7112,65.32,83,0,7.7,MA,1731377736
469,kristiansund,63.1115,7.732,45.25,81,100,5.75,NO,1731377738
470,maumere,-8.6199,122.2111,88.0,55,2,0.25,ID,1731377740
471,young,-32.6833,-57.6333,52.0,33,0,6.73,UY,1731377741
472,dzhalagash,45.0833,64.6667,37.62,73,100,11.23,KZ,1731377743
473,basna,21.2833,82.8167,69.42,65,0,4.34,IN,1731377744
474,hilo,19.7297,-155.09,76.08,92,75,6.91,US,1731377081
475,auki,-8.7676,160.7034,83.95,76,87,1.59,SB,1731377746
476,kruisfontein,-34.0033,24.7314,55.11,91,0,3.04,ZA,1731377748
477,pikalevo,59.5183,34.1664,28.98,86,100,4.09,RU,1731377749
478,viedma,-40.8135,-62.9967,57.81,28,100,7.87,AR,1731377722
479,glendive,47.1053,-104.7125,38.82,87,20,10.36,US,1731377751
480,wynyard,-41.0,145.7167,64.18,63,8,10.0,AU,1731377752
481,durres,41.3231,19.4414,37.58,60,0,9.46,AL,1731377754
482,bella union,-30.2752,-57.6007,56.59,93,15,7.54,UY,1731377468
483,colonia,50.9333,6.95,48.94,93,75,3.44,DE,1731377651
484,marau,-28.4492,-52.2,61.48,94,98,9.06,BR,1731377757
485,itoman,26.1247,127.6694,79.18,89,75,20.71,JP,1731377758
486,haiku-pauwela,20.9219,-156.3051,78.82,72,40,20.71,US,1731377760
487,twon-brass,4.3151,6.2418,79.86,81,54,9.55,NG,1731377762
488,amursk,50.2261,136.8994,27.55,64,100,7.43,RU,1731377763
489,tyup,42.7276,78.3648,33.22,64,93,3.89,KG,1731377765
490,zahedan,29.4963,60.8629,53.98,46,2,1.72,IR,1731377766
491,nevel',56.0209,29.9284,33.19,90,99,4.14,RU,1731377645
492,yurimaguas,-5.9,-76.0833,79.9,63,9,1.52,PE,1731377768
493,khanty-mansiysk,61.0042,69.0019,6.91,85,0,8.95,RU,1731377769
494,ojinaga,29.5667,-104.4167,71.56,24,0,0.0,MX,1731377771
495,bayanhongor,46.7167,100.1167,7.29,84,3,2.55,MN,1731377772
496,hope mills,34.9704,-78.9453,64.51,93,0,6.91,US,1731377714
497,fortaleza,-3.7227,-38.5247,80.22,83,40,8.05,BR,1731377646
498,dolinsk,47.35,142.8,34.63,85,100,3.27,RU,1731377775
499,yarmouth,41.7057,-70.2286,58.12,89,100,5.99,US,1731377777
500,shakawe,-18.3667,21.85,67.44,83,100,3.47,BW,1731377778
501,calvi,42.5,8.8333,39.83,87,0,5.75,FR,1731377779
502,hailey,43.5196,-114.3153,46.8,59,99,15.01,US,1731377636
503,yanjiang,30.1211,104.6481,62.08,86,99,1.05,CN,1731377782
504,turpan,42.9333,89.1667,48.69,53,2,2.26,CN,1731377783
505,reggane,26.7158,0.1714,68.86,34,6,10.45,DZ,1731377784
506,la passe,45.5549,-0.8967,48.31,89,6,15.28,FR,1731377785
507,fuman,37.2273,49.3142,57.29,91,99,2.39,IR,1731377786
508,cobija,-11.0267,-68.7692,77.61,78,48,2.75,BO,1731377788
509,kirguli,40.4358,71.7672,39.74,87,100,4.61,UZ,1731377789
510,galle,6.0367,80.217,82.92,83,68,1.01,LK,1731377790
511,pierre,44.3683,-100.351,38.32,75,0,12.66,US,1731377767
512,dalandzadgad,43.5708,104.425,41.49,42,1,7.29,MN,1731377793
513,kailua-kona,19.6406,-155.9956,83.28,71,40,9.22,US,1731377794
514,cidade velha,14.9167,-23.6167,77.47,69,0,11.5,CV,1731377795
515,mezhdurechensk,53.6942,88.0603,19.85,90,100,9.95,RU,1731377651
516,bokhan,53.153,103.7714,30.0,57,96,2.39,RU,1731377797
517,navia,43.5354,-6.7194,51.67,97,55,4.59,ES,1731377799
518,guilin,25.2819,110.2864,75.34,48,10,5.77,CN,1731377511
519,kibale,0.8,31.0667,60.15,100,100,0.25,UG,1731377801
520,batticaloa,7.7102,81.6924,79.65,83,9,6.31,LK,1731377802
521,merizo village,13.2658,144.6691,88.36,90,85,3.27,GU,1731377803
522,sovetskaya gavan',48.9723,140.2878,30.69,65,100,5.86,RU,1731377805
523,garbahaarrey,3.3289,42.2209,79.72,72,91,10.09,SO,1731377806
524,luena,-11.7833,19.9167,60.66,97,56,1.59,AO,1731377807
525,al kharj,24.155,47.3346,68.58,43,3,2.17,SA,1731377808
526,vilhena,-12.7406,-60.1458,70.81,84,16,2.77,BR,1731377809
527,alindao,5.0267,21.2088,69.55,96,6,1.21,CF,1731377811
528,yambio,4.5721,28.3955,66.56,91,86,1.59,SS,1731377812
529,tambopata,-12.7333,-69.1833,77.0,84,94,2.08,PE,1731377813
530,santa terezinha,-29.9002,-50.0904,64.65,91,100,10.16,BR,1731377814
531,markt indersdorf,48.3606,11.3779,39.24,89,100,3.02,DE,1731377815
532,huayucachi,-12.1333,-75.2333,51.31,76,100,4.03,PE,1731377817
533,isangel,-19.55,169.2667,82.51,74,75,9.22,VU,1731377818
534,marsa alam,25.0757,34.8918,70.32,57,0,11.77,EG,1731377819
535,bontang,0.1333,117.5,84.6,70,100,3.94,ID,1731377820
536,mili,6.0815,171.735,82.47,77,100,8.86,MH,1731377822
537,igarka,67.4667,86.5833,-9.4,94,100,9.37,RU,1731377823
538,palmer,42.1584,-72.3287,56.75,62,100,0.0,US,1731377590
539,thief river falls,48.1191,-96.1812,31.93,80,0,8.05,US,1731377825
540,ardestan,33.3761,52.3694,54.86,45,52,2.24,IR,1731377826
541,lubang,13.8584,120.124,83.23,79,70,11.03,PH,1731377828
542,ellensburg,46.9965,-120.5479,44.64,81,0,8.05,US,1731377829
543,alice springs,-23.7,133.8833,91.47,29,71,5.17,AU,1731377831
544,manado,1.487,124.8455,99.37,49,40,2.3,ID,1731377833
545,aliabad,41.4822,46.6353,46.02,87,75,4.61,AZ,1731377834
546,port lincoln,-34.7333,135.8667,69.15,63,2,12.88,AU,1731377835
547,bastia,42.6667,9.3333,56.3,83,95,4.32,FR,1731377836
548,vrangel',42.7297,133.0839,48.85,53,0,16.22,RU,1731377838
549,koraput,18.8167,82.7167,68.95,76,6,3.78,IN,1731377839
550,galliano,29.4422,-90.2992,77.0,78,75,6.91,US,1731377840
551,lu-uk,5.9684,121.3122,85.68,65,6,0.78,PH,1731377841
552,iisalmi,63.5592,27.1907,33.84,98,100,3.38,FI,1731377842
553,dwarka,22.2394,68.9678,80.13,60,87,7.09,IN,1731377844
554,puerto gaitan,4.3133,-72.0816,81.43,69,42,4.34,CO,1731377845
555,northam,51.0333,-4.2167,49.6,82,100,4.65,GB,1731377846
556,salalah,17.0151,54.0924,71.69,56,0,5.75,OM,1731377847
557,port isabel,26.0734,-97.2086,75.24,88,20,10.36,US,1731377848
558,antofagasta,-23.65,-70.4,61.88,82,31,3.83,CL,1731377716
559,chulakkurgan,43.765,69.1814,37.81,97,100,4.56,KZ,1731377851
560,magugu,-4.0167,35.7667,70.18,71,97,2.35,TZ,1731377852
561,oyem,1.5995,11.5793,68.05,97,9,1.88,GA,1731377853
562,axum,14.1245,38.7244,57.25,61,75,11.81,ET,1731377854
563,crowley,30.2141,-92.3746,69.04,72,47,7.61,US,1731377858
564,bairnsdale,-37.8333,147.6167,71.06,66,0,5.01,AU,1731377859
565,stephenville,32.2207,-98.2023,62.73,51,0,4.61,US,1731377861
566,linkoping,58.4109,15.6216,41.38,89,100,5.75,SE,1731377602
567,sur,22.5667,59.5289,78.66,49,65,1.97,OM,1731377863
568,tilcara,-23.5776,-65.3509,44.62,100,100,8.48,AR,1731377735
569,zouerate,22.7187,-12.4521,71.26,13,26,2.19,MR,1731377865
570,mezhdurechenskiy,59.6,65.9333,14.11,93,99,6.98,RU,1731377867
571,kijang,35.2442,129.2139,61.77,59,0,3.22,KR,1731377868
572,hato mayor del rey,18.7628,-69.2568,73.31,95,100,2.95,DO,1731377869
573,cinarli,41.4723,46.9156,39.36,64,77,4.18,AZ,1731377870
574,krasnokamensk,50.0979,118.0369,25.86,57,6,3.98,RU,1731377871
575,benguela,-12.5763,13.4055,75.79,80,100,5.66,AO,1731377873
576,sao luiz gonzaga,-28.4083,-54.9608,60.12,76,91,11.21,BR,1731377646
577,egilsstadir,65.2653,-14.3948,47.86,97,100,16.87,IS,1731377747
578,lobito,-12.3481,13.5456,75.65,83,100,5.97,AO,1731377876
